ts_lamport;ts_epoch_ms;nodo;tipo;detalle
68685;1782096177748;3;METRICAS;coordinador=3 mutexMsgs=8241 replicaMsgs=0 eleccionMsgs=2 latidos=358
68692;1782096177750;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68694;1782096177751;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68700;1782096177753;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68701;1782096177753;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68706;1782096177755;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68708;1782096177756;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68716;1782096177759;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68718;1782096177760;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68722;1782096177762;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68724;1782096177763;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68733;1782096177765;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68735;1782096177765;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68739;1782096177769;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68741;1782096177769;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68747;1782096177772;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68749;1782096177772;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68758;1782096177776;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68760;1782096177776;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68766;1782096177779;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68768;1782096177779;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68774;1782096177781;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68775;1782096177781;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68782;1782096177786;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68784;1782096177786;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68788;1782096177789;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68790;1782096177789;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68798;1782096177792;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68800;1782096177792;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68804;1782096177796;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68806;1782096177796;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68814;1782096177799;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68816;1782096177799;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68820;1782096177802;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68822;1782096177802;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68830;1782096177805;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68832;1782096177806;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68838;1782096177808;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68840;1782096177808;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68847;1782096177811;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68846;1782096177811;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68854;1782096177816;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68856;1782096177816;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68862;1782096177819;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68864;1782096177819;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68870;1782096177822;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68871;1782096177822;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68877;1782096177826;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68879;1782096177826;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68887;1782096177829;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68888;1782096177829;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68896;1782096177832;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68898;1782096177832;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68904;1782096177836;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68905;1782096177836;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68913;1782096177839;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68915;1782096177839;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68919;1782096177842;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68921;1782096177842;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68929;1782096177845;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68931;1782096177845;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68937;1782096177848;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68939;1782096177849;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68945;1782096177851;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68943;1782096177851;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68952;1782096177854;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68954;1782096177854;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68961;1782096177858;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68963;1782096177858;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68969;1782096177860;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68971;1782096177860;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68980;1782096177864;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68982;1782096177864;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68988;1782096177866;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68990;1782096177866;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
68996;1782096177870;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
68998;1782096177870;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
69004;1782096177873;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
69006;1782096177873;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
69010;1782096177877;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
69012;1782096177877;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
69020;1782096177879;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
69022;1782096177879;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
69026;1782096177883;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
69028;1782096177883;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
69036;1782096177885;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
69038;1782096177885;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
69044;1782096177888;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
69046;1782096177888;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
69050;1782096177891;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
69052;1782096177891;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
69060;1782096177895;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
69062;1782096177895;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
69066;1782096177898;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
69068;1782096177898;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
69075;1782096177901;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
69077;1782096177901;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
69085;1782096177906;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
69087;1782096177906;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
69093;1782096177909;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
69094;1782096177909;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
69102;1782096177913;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
69103;1782096177913;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
69111;1782096177916;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
69112;1782096177916;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
69118;1782096177919;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
69120;1782096177919;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
69128;1782096177922;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
69130;1782096177922;3;REPLICA_RECEPCION;de nodo 1 tipo=REGISTRAR_PEER
69136;1782096177926;3;MUTEX_REQUEST;REQUEST de nodo 1 -> REPLY
