ts_ms;latencia_ms;exito
1782096169209;133;1
1782096169346;136;1
1782096169496;149;1
1782096169629;133;1
1782096169632;2;1
1782096169768;136;1
1782096169912;143;1
1782096170051;139;1
1782096170193;142;1
1782096170195;2;1
1782096170340;145;1
1782096170488;147;1
1782096170635;145;1
1782096170827;192;1
1782096170830;2;1
1782096170994;164;1
1782096171152;157;1
1782096171323;171;1
1782096171494;171;1
1782096171496;1;1
1782096171664;167;1
1782096171832;167;1
1782096171994;162;1
1782096172175;180;1
1782096172177;1;1
1782096172353;176;1
1782096172523;169;1
1782096172696;172;1
1782096172871;175;1
1782096172873;1;1
1782096173049;176;1
1782096173215;165;1
1782096173377;161;1
1782096173553;177;1
1782096173555;1;1
1782096173741;185;1
1782096173929;189;1
1782096174149;218;1
1782096174390;241;1
1782096174392;1;1
1782096174607;215;1
1782096174778;169;1
1782096174915;137;1
1782096175050;135;1
1782096175055;4;1
1782096175190;134;1
1782096175325;135;1
1782096175479;154;1
1782096175614;134;1
1782096175616;2;1
1782096175755;139;1
1782096175892;136;1
1782096176034;141;1
1782096176196;161;1
1782096176198;1;1
1782096176360;162;1
1782096176504;143;1
1782096176658;153;1
1782096176820;162;1
1782096176822;2;1
1782096176994;171;1
1782096177155;161;1
1782096177318;162;1
1782096177492;174;1
1782096177495;2;1
1782096177663;168;1
1782096177829;166;1
1782096177990;161;1
1782096178151;160;1
1782096178153;1;1
1782096178307;154;1
1782096178464;157;1
1782096178631;167;1
1782096178799;166;1
1782096178802;2;1
1782096178973;170;1
1782096179144;171;1
1782096179313;169;1
1782096179493;179;1
1782096179495;1;1
1782096179673;178;1
1782096179856;183;1
1782096180032;176;1
1782096180217;185;1
1782096180220;2;1
1782096180406;186;1
1782096180605;198;1
1782096180786;181;1
1782096180962;175;1
1782096180964;2;1
1782096181169;204;1
1782096181357;188;1
1782096181546;188;1
1782096181758;210;1
1782096181759;1;1
1782096181963;204;1
1782096182178;215;1
1782096182383;204;1
1782096182599;216;1
1782096182602;2;1
1782096182836;233;1
1782096183045;209;1
1782096183261;216;1
1782096183550;288;1
1782096183553;2;1
1782096183882;328;1
1782096184113;231;1
1782096184352;239;1
1782096184602;250;1
1782096184606;5;1
1782096184915;307;1
1782096185230;314;1
1782096185543;314;1
1782096185845;301;1
1782096185848;3;1
1782096186224;375;1
1782096186511;285;1
1782096186783;272;1
1782096187320;537;1
1782096187330;10;1
1782096187962;631;1
1782096188799;836;1
1782096189395;596;1
1782096189584;189;1
1782096189586;1;1
1782096189773;186;1
1782096189963;189;1
1782096190438;475;1
1782096190626;187;1
1782096190627;1;1
1782096190803;176;1
1782096190982;178;1
1782096191472;490;1
1782096191663;190;1
1782096191667;4;1
1782096191873;205;1
1782096192062;189;1
1782096192468;405;1
1782096192528;59;1
1782096192528;0;1
1782096192586;57;1
1782096192641;55;1
1782096192700;58;1
1782096192759;60;1
1782096192760;0;1
1782096192819;59;1
1782096192881;61;1
1782096192948;66;1
1782096193012;64;1
1782096193012;0;1
1782096193078;65;1
1782096193493;415;1
1782096193562;69;1
1782096193632;69;1
1782096193632;0;1
1782096193705;71;1
1782096193772;67;1
1782096193839;67;1
1782096193908;68;1
1782096193909;0;1
1782096193982;73;1
1782096194049;67;1
1782096194399;350;1
1782096194473;73;1
1782096194474;0;1
1782096194548;73;1
1782096194620;72;1
1782096194705;84;1
1782096194780;75;1
1782096194781;1;1
1782096194857;74;1
1782096194931;74;1
1782096195027;96;1
1782096195147;119;1
1782096195148;0;1
1782096195224;76;1
1782096195303;78;1
1782096195383;80;1
1782096195464;82;1
1782096195466;1;1
1782096195550;83;1
1782096195628;78;1
1782096195710;81;1
1782096195795;84;1
1782096195796;1;1
1782096195881;86;1
1782096195964;82;1
1782096196061;96;1
1782096196173;112;1
1782096196174;1;1
1782096196263;87;1
1782096196341;78;1
1782096196423;81;1
1782096196506;83;1
1782096196508;0;1
1782096196598;91;1
1782096196680;81;1
1782096196764;83;1
1782096196850;85;1
1782096196851;0;1
1782096196938;86;1
1782096197028;90;1
1782096197163;135;1
1782096197252;89;1
1782096197253;0;1
1782096197340;86;1
1782096197421;81;1
1782096197506;84;1
1782096197595;88;1
1782096197595;0;1
1782096197684;88;1
1782096197771;87;1
1782096197857;85;1
1782096197948;91;1
1782096197949;0;1
1782096198045;96;1
1782096198183;137;1
1782096198269;85;1
1782096198358;89;1
1782096198360;1;1
1782096198452;93;1
1782096198544;91;1
1782096198642;97;1
1782096198736;94;1
1782096198737;1;1
1782096198832;94;1
1782096198925;92;1
1782096199022;97;1
1782096199179;156;1
1782096199180;1;1
1782096199275;94;1
1782096199378;102;1
1782096199476;97;1
1782096199572;95;1
1782096199573;1;1
1782096199675;101;1
1782096199778;103;1
1782096199883;104;1
1782096200004;121;1
1782096200005;1;1
1782096200184;179;1
1782096200276;92;1
1782096200374;97;1
1782096200490;116;1
1782096200492;1;1
1782096200601;109;1
1782096200702;100;1
1782096200818;115;1
1782096200930;113;1
1782096200932;2;1
1782096201047;114;1
1782096201216;170;1
1782096201325;108;1
1782096201434;109;1
1782096201436;1;1
1782096201562;126;1
1782096201683;119;1
1782096201797;114;1
1782096201911;114;1
1782096201913;1;1
1782096202025;112;1
1782096202202;177;1
1782096202304;102;1
1782096202412;106;1
1782096202413;1;1
1782096202528;115;1
1782096202641;113;1
1782096202754;112;1
1782096202866;111;1
1782096202867;1;1
1782096202981;113;1
1782096203159;178;1
1782096203262;103;1
1782096203373;109;1
1782096203374;1;1
1782096203488;114;1
1782096203598;109;1
1782096203709;110;1
1782096203821;112;1
1782096203822;1;1
1782096203942;119;1
1782096204062;119;1
1782096204232;169;1
1782096204349;117;1
1782096204351;1;1
1782096204464;112;1
1782096204578;114;1
1782096204687;108;1
1782096204804;117;1
1782096204805;1;1
1782096204924;119;1
1782096205039;115;1
1782096205258;218;1
1782096205371;113;1
1782096205372;1;1
1782096205496;123;1
1782096205614;117;1
1782096205730;116;1
1782096205852;121;1
1782096205854;1;1
1782096205971;117;1
1782096206184;212;1
1782096206296;112;1
1782096206409;112;1
1782096206411;2;1
1782096206532;121;1
1782096206649;116;1
1782096206773;123;1
1782096206889;116;1
1782096206891;1;1
1782096207010;119;1
1782096207219;208;1
1782096207345;126;1
1782096207461;115;1
1782096207463;1;1
1782096207581;118;1
1782096207697;116;1
1782096207810;112;1
1782096207930;119;1
1782096207932;1;1
1782096208052;120;1
1782096208285;231;1
1782096208411;126;1
1782096208584;173;1
1782096208585;1;1
1782096208714;127;1
1782096208844;130;1
1782096208994;150;1
1782096209221;227;1
1782096209224;2;1
1782096209360;136;1
1782096209515;154;1
1782096209674;158;1
1782096209809;134;1
1782096209810;1;1
1782096209941;132;1
1782096210075;132;1
1782096210432;357;1
1782096210640;208;1
1782096210642;2;1
1782096210967;324;1
1782096211275;308;1
1782096211576;301;1
1782096211949;371;1
1782096211952;3;1
1782096212302;351;1
1782096212517;214;1
1782096212792;275;1
1782096213004;211;1
1782096213007;3;1
1782096213341;332;1
1782096213462;121;1
1782096213594;131;1
1782096213738;144;1
1782096213740;1;1
1782096213878;138;1
1782096213999;121;1
1782096214202;201;1
1782096214328;126;1
1782096214330;1;1
1782096214456;125;1
1782096214571;115;1
1782096214693;120;1
1782096214838;145;1
1782096214841;2;1
1782096214978;138;1
1782096215089;110;1
1782096155257;224;1
1782096155361;104;1
1782096155587;225;1
1782096156017;430;1
1782096156257;239;1
1782096156258;1;1
1782096156408;149;1
1782096156617;209;1
1782096156826;207;1
1782096156974;148;1
1782096156975;1;1
1782096157148;172;1
1782096157285;137;1
1782096157374;89;1
1782096157476;101;1
1782096157476;0;1
1782096157582;105;1
1782096157680;97;1
1782096157779;98;1
1782096157874;93;1
1782096157875;1;1
1782096157985;109;1
1782096158086;100;1
1782096158204;118;1
1782096158303;98;1
1782096158303;0;1
1782096158394;90;1
1782096158485;90;1
1782096158585;99;1
1782096158676;91;1
1782096158677;0;1
1782096158796;119;1
1782096158918;121;1
1782096159048;129;1
1782096159173;125;1
1782096159174;1;1
1782096159292;116;1
1782096159401;109;1
1782096159522;120;1
1782096159651;128;1
1782096159653;1;1
1782096159790;137;1
1782096159920;130;1
1782096160051;130;1
1782096160172;120;1
1782096160173;1;1
1782096160293;120;1
1782096160413;119;1
1782096160540;127;1
1782096160657;117;1
1782096160658;1;1
1782096160787;128;1
1782096160913;126;1
1782096161040;127;1
1782096161182;141;1
1782096161183;1;1
1782096161315;132;1
1782096161447;130;1
1782096161578;130;1
1782096161731;153;1
1782096161732;1;1
1782096161864;131;1
1782096161998;134;1
1782096162129;130;1
1782096162264;135;1
1782096162266;1;1
1782096162403;137;1
1782096162546;144;1
1782096162688;141;1
1782096162829;140;1
1782096162831;1;1
1782096162970;139;1
1782096163120;150;1
1782096163267;145;1
1782096163422;155;1
1782096163424;1;1
1782096163566;142;1
1782096163715;148;1
1782096163870;154;1
1782096164021;152;1
1782096164024;1;1
1782096164197;173;1
1782096164375;177;1
1782096164542;166;1
1782096164695;152;1
1782096164696;1;1
1782096164857;161;1
1782096164984;127;1
1782096165086;102;1
1782096165173;86;1
1782096165174;0;1
1782096165288;114;1
1782096165393;104;1
1782096165485;92;1
1782096165577;92;1
1782096165579;1;1
1782096165679;99;1
1782096165789;110;1
1782096165881;93;1
1782096165965;83;1
1782096165966;0;1
1782096166039;73;1
1782096166120;80;1
1782096166196;76;1
1782096166290;94;1
1782096166291;1;1
1782096166369;77;1
1782096166455;86;1
1782096166536;80;1
1782096166622;84;1
1782096166622;0;1
1782096166704;81;1
1782096166781;76;1
1782096166859;78;1
1782096166950;91;1
1782096166952;0;1
1782096167033;81;1
1782096167119;86;1
1782096167205;86;1
1782096167288;82;1
1782096167289;0;1
1782096167375;85;1
1782096167470;95;1
1782096167564;94;1
1782096167649;84;1
1782096167650;0;1
1782096167755;105;1
1782096167857;101;1
1782096167965;109;1
1782096168062;95;1
1782096168063;1;1
1782096168156;93;1
1782096168253;95;1
1782096168376;123;1
1782096168523;147;1
1782096168524;1;1
1782096168668;143;1
1782096168819;151;1
1782096168953;133;1
1782096169087;133;1
1782096169088;1;1
1782096169221;133;1
1782096169361;139;1
1782096169508;146;1
1782096169641;133;1
1782096169643;2;1
1782096169783;139;1
1782096169927;143;1
1782096170064;137;1
1782096170206;141;1
1782096170208;1;1
1782096170353;145;1
1782096170501;148;1
1782096170649;147;1
1782096170838;188;1
1782096170840;1;1
1782096171009;168;1
1782096171164;155;1
1782096171334;170;1
1782096171508;173;1
1782096171512;2;1
1782096171689;176;1
1782096171843;154;1
1782096172006;163;1
1782096172186;180;1
1782096172191;4;1
1782096172365;174;1
1782096172536;170;1
1782096172710;174;1
1782096172885;174;1
1782096172887;2;1
1782096173061;173;1
1782096173230;168;1
1782096173389;160;1
1782096173566;177;1
1782096173569;1;1
1782096173755;187;1
1782096173946;190;1
1782096174170;223;1
1782096174411;241;1
1782096174412;1;1
1782096174626;213;1
1782096174790;164;1
1782096174927;137;1
1782096175065;138;1
1782096175068;1;1
1782096175203;135;1
1782096175347;144;1
1782096175492;144;1
1782096175630;137;1
1782096175631;2;1
1782096175767;135;1
1782096175905;138;1
1782096176048;142;1
1782096176212;164;1
1782096176214;2;1
1782096176376;161;1
1782096176519;142;1
1782096176670;151;1
1782096176842;171;1
1782096176846;3;1
1782096177010;163;1
1782096177171;161;1
1782096177334;163;1
1782096177510;175;1
1782096177512;1;1
1782096177680;167;1
1782096177846;166;1
1782096178007;161;1
1782096178168;161;1
1782096178170;1;1
1782096178323;153;1
1782096178479;156;1
1782096178650;170;1
1782096178817;166;1
1782096178819;2;1
1782096178989;171;1
1782096179161;171;1
1782096179332;170;1
1782096179511;179;1
1782096179515;4;1
1782096179692;175;1
1782096179873;181;1
1782096180049;176;1
1782096180234;185;1
1782096180238;3;1
1782096180425;186;1
1782096180622;196;1
1782096180803;181;1
1782096180982;178;1
1782096180984;2;1
1782096181189;204;1
1782096181377;187;1
1782096181567;189;1
1782096181776;209;1
1782096181780;3;1
1782096181981;201;1
1782096182199;216;1
1782096182402;203;1
1782096182625;222;1
1782096182627;2;1
1782096182855;227;1
1782096183064;208;1
1782096183283;219;1
1782096183588;304;1
1782096183591;2;1
1782096183905;314;1
1782096184136;230;1
1782096184375;239;1
1782096184632;256;1
1782096184639;6;1
1782096184939;300;1
1782096185258;319;1
1782096185571;311;1
1782096185871;300;1
1782096185875;2;1
1782096186254;378;1
1782096186534;281;1
1782096186831;295;1
1782096187374;543;1
1782096187377;2;1
1782096187994;617;1
1782096188858;863;1
1782096189412;555;1
1782096189602;189;1
1782096189606;2;1
1782096189790;184;1
1782096189979;188;1
1782096190455;476;1
1782096190643;187;1
1782096190645;1;1
1782096190826;181;1
1782096191001;175;1
1782096191491;490;1
1782096191683;192;1
1782096191685;2;1
1782096191891;204;1
1782096192080;189;1
1782096192475;394;1
1782096192532;57;1
1782096192532;0;1
1782096192591;58;1
1782096192650;58;1
1782096192707;57;1
1782096192767;59;1
1782096192767;0;1
1782096192828;61;1
1782096192889;61;1
1782096192955;64;1
1782096193019;64;1
1782096193020;0;1
1782096193086;66;1
1782096193502;417;1
1782096193569;66;1
1782096193641;71;1
1782096193642;0;1
1782096193712;70;1
1782096193779;66;1
1782096193847;68;1
1782096193916;68;1
1782096193917;1;1
1782096193989;72;1
1782096194057;67;1
1782096194406;350;1
1782096194483;75;1
1782096194484;0;1
1782096194556;72;1
1782096194629;72;1
1782096194714;85;1
1782096194790;75;1
1782096194791;1;1
1782096194866;75;1
1782096194940;74;1
1782096195046;105;1
1782096195156;110;1
1782096195157;0;1
1782096195233;75;1
1782096195313;79;1
1782096195392;79;1
1782096195474;82;1
1782096195476;0;1
1782096195559;83;1
1782096195639;78;1
1782096195721;82;1
1782096195805;84;1
1782096195806;1;1
1782096195891;85;1
1782096195975;82;1
1782096196072;98;1
1782096196183;109;1
1782096196184;0;1
1782096196272;88;1
1782096196352;79;1
1782096196432;80;1
1782096196520;87;1
1782096196521;1;1
1782096196610;88;1
1782096196689;80;1
1782096196775;85;1
1782096196860;85;1
1782096196862;0;1
1782096196949;86;1
1782096197038;89;1
1782096197174;135;1
1782096197263;90;1
1782096197265;1;1
1782096197350;84;1
1782096197432;81;1
1782096197516;84;1
1782096197604;87;1
1782096197605;1;1
1782096197694;87;1
1782096197781;87;1
1782096197867;86;1
1782096197959;91;1
1782096197960;1;1
1782096198056;95;1
1782096198192;136;1
1782096198279;87;1
1782096198369;90;1
1782096198371;0;1
1782096198462;91;1
1782096198556;93;1
1782096198652;96;1
1782096198747;94;1
1782096198748;1;1
1782096198844;94;1
1782096198934;90;1
1782096199033;98;1
1782096199190;157;1
1782096199191;1;1
1782096199286;95;1
1782096199391;104;1
1782096199487;96;1
1782096199586;99;1
1782096199587;1;1
1782096199686;97;1
1782096199789;103;1
1782096199897;108;1
1782096200019;122;1
1782096200020;1;1
1782096200195;174;1
1782096200287;92;1
1782096200385;96;1
1782096200505;120;1
1782096200507;2;1
1782096200612;105;1
1782096200713;101;1
1782096200830;117;1
1782096200945;115;1
1782096200947;1;1
1782096201060;112;1
1782096201228;168;1
1782096201339;110;1
1782096201450;110;1
1782096201451;1;1
1782096201575;123;1
1782096201695;121;1
1782096201812;115;1
1782096201924;113;1
1782096201926;1;1
1782096202037;111;1
1782096202214;176;1
1782096202316;102;1
1782096202425;108;1
1782096202426;1;1
1782096202540;113;1
1782096202650;110;1
1782096202766;115;1
1782096202878;112;1
1782096202879;1;1
1782096202992;112;1
1782096203170;177;1
1782096203274;103;1
1782096203383;109;1
1782096203385;2;1
1782096203500;115;1
1782096203608;107;1
1782096203722;114;1
1782096203834;111;1
1782096203835;1;1
1782096203955;119;1
1782096204072;117;1
1782096204241;170;1
1782096204360;117;1
1782096204361;1;1
1782096204476;113;1
1782096204588;113;1
1782096204698;109;1
1782096204816;118;1
1782096204817;1;1
1782096204937;119;1
1782096205050;113;1
1782096205267;217;1
1782096205384;116;1
1782096205385;1;1
1782096205507;122;1
1782096205624;116;1
1782096205744;119;1
1782096205864;120;1
1782096205865;1;1
1782096205983;117;1
1782096206194;210;1
1782096206309;114;1
1782096206423;113;1
1782096206425;1;1
1782096206544;120;1
1782096206664;119;1
1782096206783;119;1
1782096206903;119;1
1782096206904;1;1
1782096207021;116;1
1782096207229;207;1
1782096207356;126;1
1782096207474;117;1
1782096207476;1;1
1782096207592;116;1
1782096207709;116;1
1782096207822;112;1
1782096207942;120;1
1782096207944;1;1
1782096208066;122;1
1782096208297;229;1
1782096208423;126;1
1782096208596;173;1
1782096208597;1;1
1782096208724;125;1
1782096208856;131;1
1782096209009;152;1
1782096209235;226;1
1782096209237;2;1
1782096209375;138;1
1782096209527;152;1
1782096209687;159;1
1782096209822;134;1
1782096209824;1;1
1782096209952;129;1
1782096210206;252;1
1782096210455;250;1
1782096210658;203;1
1782096210661;2;1
1782096210990;328;1
1782096211297;307;1
1782096211614;316;1
1782096211968;353;1
1782096211970;2;1
1782096212320;348;1
1782096212535;214;1
1782096212813;277;1
1782096213023;210;1
1782096213026;2;1
1782096213350;325;1
1782096213473;121;1
1782096213605;132;1
1782096213750;144;1
1782096213752;1;1
1782096213886;134;1
1782096214011;124;1
1782096214212;200;1
1782096214338;126;1
1782096214340;1;1
1782096214464;124;1
1782096214582;116;1
1782096214701;120;1
1782096214849;147;1
1782096214850;1;1
1782096214987;136;1
1782096215170;183;1
1782096155256;224;1
1782096155473;215;1
1782096155805;331;1
1782096156159;353;1
1782096156329;170;1
1782096156330;1;1
1782096156499;169;1
1782096156720;220;1
1782096156902;180;1
1782096157062;160;1
1782096157063;1;1
1782096157224;160;1
1782096157327;104;1
1782096157417;89;1
1782096157527;109;1
1782096157528;1;1
1782096157622;95;1
1782096157724;101;1
1782096157819;94;1
1782096157924;105;1
1782096157925;1;1
1782096158030;104;1
1782096158131;102;1
1782096158253;120;1
1782096158341;89;1
1782096158343;1;1
1782096158432;88;1
1782096158528;96;1
1782096158625;96;1
1782096158731;106;1
1782096158732;0;1
1782096158847;115;1
1782096158982;134;1
1782096159101;119;1
1782096159225;123;1
1782096159226;1;1
1782096159337;111;1
1782096159451;113;1
1782096159574;122;1
1782096159713;139;1
1782096159715;1;1
1782096159844;129;1
1782096159974;130;1
1782096160099;125;1
1782096160223;124;1
1782096160224;1;1
1782096160343;119;1
1782096160467;122;1
1782096160589;122;1
1782096160714;124;1
1782096160716;1;1
1782096160842;125;1
1782096160964;122;1
1782096161107;143;1
1782096161233;125;1
1782096161234;1;1
1782096161369;134;1
1782096161499;130;1
1782096161631;132;1
1782096161783;151;1
1782096161784;1;1
1782096161917;131;1
1782096162049;132;1
1782096162177;128;1
1782096162317;140;1
1782096162319;1;1
1782096162457;137;1
1782096162598;142;1
1782096162744;146;1
1782096162881;136;1
1782096162883;1;1
1782096163023;139;1
1782096163174;151;1
1782096163323;149;1
1782096163474;150;1
1782096163476;2;1
1782096163623;147;1
1782096163774;150;1
1782096163931;157;1
1782096164084;152;1
1782096164086;1;1
1782096164266;179;1
1782096164442;176;1
1782096164601;158;1
1782096164758;156;1
1782096164759;1;1
1782096164915;155;1
1782096165029;114;1
1782096165116;86;1
1782096165212;96;1
1782096165213;0;1
1782096165324;111;1
1782096165426;102;1
1782096165522;95;1
1782096165621;99;1
1782096165621;0;1
1782096165711;89;1
1782096165821;109;1
1782096165914;94;1
1782096165991;76;1
1782096165993;1;1
1782096166069;76;1
1782096166147;77;1
1782096166225;78;1
1782096166320;95;1
1782096166321;0;1
1782096166396;75;1
1782096166484;87;1
1782096166570;85;1
1782096166653;82;1
1782096166653;1;1
1782096166731;78;1
1782096166809;77;1
1782096166889;79;1
1782096166980;92;1
1782096166981;0;1
1782096167062;80;1
1782096167147;84;1
1782096167233;86;1
1782096167319;84;1
1782096167320;1;1
1782096167404;84;1
1782096167499;95;1
1782096167594;94;1
1782096167696;101;1
1782096167697;0;1
1782096167788;91;1
1782096167897;108;1
1782096168000;103;1
1782096168097;97;1
1782096168098;0;1
1782096168191;93;1
1782096168286;93;1
1782096168442;155;1
1782096168577;135;1
1782096168579;1;1
1782096168718;139;1
1782096168867;149;1
1782096169000;132;1
1782096169133;133;1
1782096169135;1;1
1782096169271;135;1
1782096169411;140;1
1782096169558;146;1
1782096169695;136;1
1782096169697;1;1
1782096169835;137;1
1782096169979;145;1
1782096170117;137;1
1782096170260;142;1
1782096170261;1;1
1782096170408;145;1
1782096170551;144;1
1782096170715;162;1
1782096170898;183;1
1782096170900;1;1
1782096171071;171;1
1782096171238;167;1
1782096171405;166;1
1782096171573;168;1
1782096171575;2;1
1782096171744;169;1
1782096171900;156;1
1782096172084;183;1
1782096172251;166;1
1782096172252;1;1
1782096172425;172;1
1782096172600;174;1
1782096172776;176;1
1782096172953;177;1
1782096172956;2;1
1782096173123;166;1
1782096173288;165;1
1782096173460;172;1
1782096173634;174;1
1782096173637;2;1
1782096173831;195;1
1782096174035;202;1
1782096174282;247;1
1782096174493;210;1
1782096174496;2;1
1782096174699;203;1
1782096174843;144;1
1782096174979;136;1
1782096175121;141;1
1782096175123;1;1
1782096175257;134;1
1782096175406;148;1
1782096175544;137;1
1782096175686;142;1
1782096175688;2;1
1782096175822;132;1
1782096175961;139;1
1782096176118;157;1
1782096176278;159;1
1782096176279;1;1
1782096176432;152;1
1782096176585;152;1
1782096176736;151;1
1782096176917;180;1
1782096176919;2;1
1782096177074;155;1
1782096177235;160;1
1782096177403;168;1
1782096177578;173;1
1782096177580;2;1
1782096177747;167;1
1782096177911;162;1
1782096178068;157;1
1782096178229;162;1
1782096178231;1;1
1782096178385;153;1
1782096178544;159;1
1782096178715;171;1
1782096178884;168;1
1782096178887;1;1
1782096179058;171;1
1782096179227;167;1
1782096179401;174;1
1782096179582;181;1
1782096179586;3;1
1782096179762;175;1
1782096179942;180;1
1782096180122;179;1
1782096180316;193;1
1782096180317;1;1
1782096180520;203;1
1782096180696;175;1
1782096180872;176;1
1782096181072;198;1
1782096181073;2;1
1782096181260;187;1
1782096181452;191;1
1782096181654;202;1
1782096181864;209;1
1782096181866;2;1
1782096182076;210;1
1782096182279;202;1
1782096182487;208;1
1782096182721;232;1
1782096182722;1;1
1782096182937;213;1
1782096183147;211;1
1782096183375;227;1
1782096183760;384;1
1782096183763;3;1
1782096183998;233;1
1782096184231;234;1
1782096184471;239;1
1782096184770;299;1
1782096184772;2;1
1782096185057;285;1
1782096185372;313;1
1782096185680;307;1
1782096185988;308;1
1782096185990;2;1
1782096186370;380;1
1782096186652;281;1
1782096186936;284;1
1782096187614;678;1
1782096187620;5;1
1782096188512;892;1
1782096189044;532;1
1782096189485;440;1
1782096189679;194;1
1782096189683;4;1
1782096189858;175;1
1782096190061;202;1
1782096190528;466;1
1782096190718;190;1
1782096190720;2;1
1782096190895;175;1
1782096191071;175;1
1782096191567;495;1
1782096191777;211;1
1782096191779;1;1
1782096191970;190;1
1782096192441;471;1
1782096192497;55;1
1782096192558;60;1
1782096192558;0;1
1782096192614;55;1
1782096192671;57;1
1782096192730;58;1
1782096192790;61;1
1782096192791;0;1
1782096192852;61;1
1782096192913;60;1
1782096192979;66;1
1782096193045;65;1
1782096193046;0;1
1782096193462;415;1
1782096193530;68;1
1782096193596;66;1
1782096193671;74;1
1782096193672;0;1
1782096193740;68;1
1782096193808;67;1
1782096193873;64;1
1782096193943;71;1
1782096193945;0;1
1782096194016;71;1
1782096194085;69;1
1782096194435;350;1
1782096194512;77;1
1782096194513;0;1
1782096194586;72;1
1782096194659;74;1
1782096194744;83;1
1782096194820;76;1
1782096194821;0;1
1782096194896;74;1
1782096194972;77;1
1782096195077;103;1
1782096195186;110;1
1782096195187;0;1
1782096195264;76;1
1782096195345;80;1
1782096195425;79;1
1782096195511;86;1
1782096195512;0;1
1782096195590;78;1
1782096195670;79;1
1782096195752;82;1
1782096195839;87;1
1782096195840;1;1
1782096195925;83;1
1782096196011;85;1
1782096196136;125;1
1782096196225;89;1
1782096196227;0;1
1782096196303;76;1
1782096196384;80;1
1782096196466;81;1
1782096196554;88;1
1782096196555;1;1
1782096196642;86;1
1782096196723;81;1
1782096196808;84;1
1782096196895;87;1
1782096196896;0;1
1782096196981;84;1
1782096197074;92;1
1782096197206;132;1
1782096197298;92;1
1782096197299;1;1
1782096197381;82;1
1782096197464;83;1
1782096197552;86;1
1782096197641;90;1
1782096197643;0;1
1782096197730;86;1
1782096197815;85;1
1782096197903;87;1
1782096197997;94;1
1782096197998;1;1
1782096198092;93;1
1782096198227;134;1
1782096198312;86;1
1782096198410;96;1
1782096198411;1;1
1782096198500;89;1
1782096198598;97;1
1782096198690;91;1
1782096198785;95;1
1782096198787;1;1
1782096198880;93;1
1782096198974;93;1
1782096199073;99;1
1782096199229;155;1
1782096199230;1;1
1782096199326;96;1
1782096199429;102;1
1782096199522;92;1
1782096199628;106;1
1782096199629;1;1
1782096199726;96;1
1782096199831;105;1
1782096199944;113;1
1782096200066;121;1
1782096200067;1;1
1782096200232;164;1
1782096200327;95;1
1782096200429;101;1
1782096200549;120;1
1782096200551;1;1
1782096200656;105;1
1782096200752;97;1
1782096200876;123;1
1782096200992;115;1
1782096200993;1;1
1782096201164;171;1
1782096201271;106;1
1782096201379;109;1
1782096201498;117;1
1782096201499;0;1
1782096201629;130;1
1782096201742;112;1
1782096201854;111;1
1782096201971;116;1
1782096201973;2;1
1782096202152;179;1
1782096202255;102;1
1782096202360;104;1
1782096202470;110;1
1782096202471;1;1
1782096202586;114;1
1782096202701;115;1
1782096202811;109;1
1782096202928;117;1
1782096202929;1;1
1782096203035;106;1
1782096203215;179;1
1782096203320;104;1
1782096203433;113;1
1782096203434;1;1
1782096203546;112;1
1782096203656;109;1
1782096203767;110;1
1782096203887;120;1
1782096203889;1;1
1782096204001;111;1
1782096204181;179;1
1782096204291;110;1
1782096204410;119;1
1782096204411;1;1
1782096204522;111;1
1782096204634;110;1
1782096204746;111;1
1782096204867;122;1
1782096204870;1;1
1782096204983;113;1
1782096205207;223;1
1782096205316;109;1
1782096205439;122;1
1782096205440;1;1
1782096205557;117;1
1782096205672;114;1
1782096205793;120;1
1782096205916;123;1
1782096205918;1;1
1782096206032;113;1
1782096206243;211;1
1782096206354;110;1
1782096206472;118;1
1782096206474;1;1
1782096206592;118;1
1782096206709;117;1
1782096206829;119;1
1782096206952;123;1
1782096206955;1;1
1782096207070;116;1
1782096207292;222;1
1782096207405;112;1
1782096207525;119;1
1782096207526;1;1
1782096207641;114;1
1782096207756;115;1
1782096207869;113;1
1782096207995;125;1
1782096207997;2;1
1782096208228;230;1
1782096208347;118;1
1782096208496;150;1
1782096208650;153;1
1782096208654;2;1
1782096208780;126;1
1782096208928;148;1
1782096209064;135;1
1782096209294;229;1
1782096209296;2;1
1782096209443;146;1
1782096209605;162;1
1782096209737;131;1
1782096209883;145;1
1782096209885;2;1
1782096210002;117;1
1782096210314;312;1
1782096210541;226;1
1782096210796;254;1
1782096210802;6;1
1782096211087;284;1
1782096211378;291;1
1782096211769;390;1
1782096212063;293;1
1782096212066;2;1
1782096212417;350;1
1782096212642;226;1
1782096212896;254;1
1782096213248;351;1
1782096213249;1;1
1782096213401;151;1
1782096213527;125;1
1782096213664;137;1
1782096213805;140;1
1782096213807;1;1
1782096213936;128;1
1782096214056;120;1
1782096214262;205;1
1782096214390;128;1
1782096214392;1;1
1782096214513;121;1
1782096214628;116;1
1782096214750;121;1
1782096214899;149;1
1782096214902;2;1
1782096215036;134;1
1782096155257;225;1
1782096155399;142;1
1782096155646;246;1
1782096156080;434;1
1782096156278;197;1
1782096156279;1;1
1782096156436;157;1
1782096156649;212;1
1782096156850;201;1
1782096157008;158;1
1782096157009;0;1
1782096157192;184;1
1782096157300;106;1
1782096157387;86;1
1782096157493;106;1
1782096157494;1;1
