ts_ms;latencia_ms;exito
1782096203232;177;1
1782096203338;105;1
1782096203339;1;1
1782096203454;115;1
1782096203565;111;1
1782096203676;110;1
1782096203786;109;1
1782096203788;1;1
1782096203910;121;1
1782096204021;111;1
1782096204199;177;1
1782096204313;113;1
1782096204314;1;1
1782096204431;116;1
1782096204542;110;1
1782096204654;112;1
1782096204767;112;1
1782096204768;1;1
1782096204888;120;1
1782096205005;115;1
1782096205226;221;1
1782096205335;109;1
1782096205337;1;1
1782096205463;125;1
1782096205579;116;1
1782096205694;115;1
1782096205815;120;1
1782096205816;1;1
1782096205939;122;1
1782096206051;111;1
1782096206264;212;1
1782096206374;109;1
1782096206376;2;1
1782096206497;122;1
1782096206613;115;1
1782096206732;119;1
1782096206851;119;1
1782096206853;1;1
1782096206977;123;1
1782096207090;114;1
1782096207312;221;1
1782096207425;112;1
1782096207426;1;1
1782096207548;121;1
1782096207663;115;1
1782096207776;112;1
1782096207889;112;1
1782096207890;1;1
1782096208018;127;1
1782096208249;230;1
1782096208368;120;1
1782096208543;174;1
1782096208544;1;1
1782096208673;128;1
1782096208806;133;1
1782096208952;146;1
1782096209086;133;1
1782096209088;1;1
1782096209323;234;1
1782096209474;150;1
1782096209633;159;1
1782096209760;127;1
1782096209762;1;1
1782096209906;144;1
1782096210025;119;1
1782096210355;329;1
1782096210574;218;1
1782096210578;3;1
1782096210883;305;1
1782096211215;332;1
1782096211441;227;1
1782096211839;396;1
1782096211843;4;1
1782096212196;352;1
1782096212449;253;1
1782096212708;258;1
1782096212932;224;1
1782096212934;2;1
1782096213290;355;1
1782096213422;131;1
1782096213550;128;1
1782096213687;136;1
1782096213690;3;1
1782096213829;137;1
1782096213959;130;1
1782096214078;119;1
1782096214285;205;1
1782096214286;2;1
1782096214416;129;1
1782096214533;116;1
1782096214651;118;1
1782096214773;122;1
1782096214774;1;1
1782096214924;149;1
1782096215056;132;1
1782096155259;226;1
1782096155460;201;1
1782096155781;321;1
1782096156147;364;1
1782096156321;174;1
1782096156323;1;1
1782096156487;164;1
1782096156706;218;1
1782096156894;188;1
1782096157052;157;1
1782096157053;1;1
1782096157219;166;1
1782096157324;103;1
1782096157411;87;1
1782096157522;111;1
1782096157526;3;1
1782096157621;94;1
1782096157722;100;1
1782096157816;94;1
1782096157921;104;1
1782096157922;0;1
1782096158028;106;1
1782096158130;101;1
1782096158250;120;1
1782096158340;89;1
1782096158341;0;1
1782096158431;89;1
1782096158525;95;1
1782096158622;96;1
1782096158730;107;1
1782096158732;1;1
1782096158846;113;1
1782096158977;131;1
1782096159098;121;1
1782096159223;124;1
1782096159224;1;1
1782096159335;111;1
1782096159449;114;1
1782096159573;122;1
1782096159709;137;1
1782096159710;1;1
1782096159842;131;1
1782096159970;128;1
1782096160098;127;1
1782096160221;123;1
1782096160222;1;1
1782096160336;113;1
1782096160462;125;1
1782096160587;125;1
1782096160710;122;1
1782096160711;1;1
1782096160837;125;1
1782096160960;123;1
1782096161106;146;1
1782096161230;123;1
1782096161231;1;1
1782096161369;137;1
1782096161501;131;1
1782096161635;133;1
1782096161786;151;1
1782096161788;1;1
1782096161918;129;1
1782096162051;133;1
1782096162180;129;1
1782096162320;139;1
1782096162321;1;1
1782096162459;138;1
1782096162600;140;1
1782096162744;144;1
1782096162884;139;1
1782096162885;1;1
1782096163027;142;1
1782096163176;148;1
1782096163328;152;1
1782096163480;151;1
1782096163481;1;1
1782096163627;145;1
1782096163776;148;1
1782096163931;155;1
1782096164087;155;1
1782096164088;1;1
1782096164272;182;1
1782096164444;173;1
1782096164604;158;1
1782096164761;157;1
1782096164762;1;1
1782096164916;154;1
1782096165032;115;1
1782096165119;88;1
1782096165219;99;1
1782096165220;1;1
1782096165328;107;1
1782096165429;100;1
1782096165524;95;1
1782096165624;99;1
1782096165625;1;1
1782096165715;89;1
1782096165825;109;1
1782096165918;93;1
1782096165994;75;1
1782096165995;0;1
1782096166073;77;1
1782096166149;76;1
1782096166244;94;1
1782096166323;79;1
1782096166324;0;1
1782096166399;75;1
1782096166488;88;1
1782096166572;84;1
1782096166656;83;1
1782096166657;0;1
1782096166734;77;1
1782096166811;76;1
1782096166891;80;1
1782096166984;93;1
1782096166985;0;1
1782096167064;79;1
1782096167155;90;1
1782096167238;81;1
1782096167323;85;1
1782096167323;1;1
1782096167407;83;1
1782096167501;94;1
1782096167597;95;1
1782096167701;103;1
1782096167702;1;1
1782096167792;90;1
1782096167901;109;1
1782096168005;103;1
1782096168102;97;1
1782096168103;0;1
1782096168196;93;1
1782096168292;96;1
1782096168446;154;1
1782096168581;134;1
1782096168583;1;1
1782096168726;143;1
1782096168870;144;1
1782096169003;132;1
1782096169138;134;1
1782096169140;2;1
1782096169275;134;1
1782096169417;142;1
1782096169564;146;1
1782096169697;132;1
1782096169698;1;1
1782096169838;139;1
1782096169982;144;1
1782096170118;136;1
1782096170265;145;1
1782096170267;2;1
1782096170411;143;1
1782096170558;147;1
1782096170718;159;1
1782096170901;182;1
1782096170902;1;1
1782096171075;173;1
1782096171240;164;1
1782096171409;169;1
1782096171578;168;1
1782096171579;1;1
1782096171747;167;1
1782096171906;158;1
1782096172087;181;1
1782096172253;165;1
1782096172254;1;1
1782096172428;173;1
1782096172603;174;1
1782096172780;177;1
1782096172953;174;1
1782096172957;2;1
1782096173127;170;1
1782096173293;166;1
1782096173468;174;1
1782096173640;173;1
1782096173643;2;1
1782096173836;192;1
1782096174039;203;1
1782096174284;245;1
1782096174495;210;1
1782096174498;3;1
1782096174703;205;1
1782096174847;143;1
1782096174983;135;1
1782096175125;141;1
1782096175126;1;1
1782096175261;134;1
1782096175411;150;1
1782096175549;137;1
1782096175690;141;1
1782096175692;1;1
1782096175824;133;1
1782096175963;139;1
1782096176121;157;1
1782096176279;158;1
1782096176281;1;1
1782096176435;154;1
1782096176587;151;1
1782096176739;151;1
1782096176919;180;1
1782096176921;1;1
1782096177078;156;1
1782096177239;161;1
1782096177408;168;1
1782096177581;172;1
1782096177583;2;1
1782096177751;168;1
1782096177913;162;1
1782096178071;156;1
1782096178233;162;1
1782096178234;1;1
1782096178390;154;1
1782096178550;160;1
1782096178720;169;1
1782096178888;168;1
1782096178890;1;1
1782096179061;172;1
1782096179230;168;1
1782096179405;174;1
1782096179584;179;1
1782096179587;2;1
1782096179766;177;1
1782096179946;180;1
1782096180126;180;1
1782096180320;194;1
1782096180323;2;1
1782096180523;200;1
1782096180699;175;1
1782096180877;177;1
1782096181074;198;1
1782096181077;2;1
1782096181265;188;1
1782096181454;190;1
1782096181658;203;1
1782096181868;209;1
1782096181870;2;1
1782096182081;210;1
1782096182285;204;1
1782096182492;206;1
1782096182724;232;1
1782096182726;1;1
1782096182941;214;1
1782096183150;209;1
1782096183382;231;1
1782096183766;383;1
1782096183768;2;1
1782096184002;233;1
1782096184236;233;1
1782096184476;240;1
1782096184775;299;1
1782096184778;3;1
1782096185063;284;1
1782096185378;315;1
1782096185686;307;1
1782096185992;307;1
1782096185996;4;1
1782096186376;378;1
1782096186657;281;1
1782096186942;285;1
1782096187623;680;1
1782096187624;1;1
1782096188536;910;1
1782096189048;512;1
1782096189488;439;1
1782096189685;196;1
1782096189687;3;1
1782096189863;174;1
1782096190065;202;1
1782096190531;465;1
1782096190722;191;1
1782096190723;1;1
1782096190900;176;1
1782096191076;175;1
1782096191571;494;1
1782096191781;210;1
1782096191784;3;1
1782096191973;188;1
1782096192441;468;1
1782096192498;56;1
1782096192559;60;1
1782096192560;0;1
1782096192615;55;1
1782096192671;56;1
1782096192730;57;1
1782096192789;59;1
1782096192789;0;1
1782096192851;61;1
1782096192911;61;1
1782096192979;67;1
1782096193045;65;1
1782096193045;0;1
1782096193460;414;1
1782096193529;68;1
1782096193595;65;1
1782096193669;74;1
1782096193670;0;1
1782096193739;68;1
1782096193806;67;1
1782096193871;66;1
1782096193943;71;1
1782096193943;0;1
1782096194015;70;1
1782096194084;69;1
1782096194433;349;1
1782096194511;78;1
1782096194512;0;1
1782096194585;72;1
1782096194657;73;1
1782096194742;84;1
1782096194819;76;1
1782096194820;1;1
1782096194894;74;1
1782096194971;76;1
1782096195075;103;1
1782096195185;110;1
1782096195186;0;1
1782096195264;77;1
1782096195344;79;1
1782096195424;80;1
1782096195510;85;1
1782096195510;0;1
1782096195588;78;1
1782096195669;80;1
1782096195751;82;1
1782096195838;86;1
1782096195839;1;1
1782096195924;84;1
1782096196009;85;1
1782096196134;125;1
1782096196223;89;1
1782096196224;0;1
1782096196302;76;1
1782096196382;80;1
1782096196463;80;1
1782096196552;88;1
1782096196552;0;1
1782096196640;87;1
1782096196722;81;1
1782096196806;84;1
1782096196893;87;1
1782096196895;1;1
1782096196980;85;1
1782096197072;92;1
1782096197204;132;1
1782096197297;92;1
1782096197298;1;1
1782096197380;82;1
1782096197462;81;1
1782096197550;87;1
1782096197640;89;1
1782096197640;0;1
1782096197727;86;1
1782096197812;85;1
1782096197901;88;1
1782096197996;95;1
1782096197997;1;1
1782096198091;92;1
1782096198224;134;1
1782096198312;87;1
1782096198407;94;1
1782096198408;1;1
1782096198498;90;1
1782096198598;98;1
1782096198687;90;1
1782096198783;95;1
1782096198784;1;1
1782096198879;94;1
1782096198972;93;1
1782096199072;99;1
1782096199227;154;1
1782096199228;1;1
1782096199324;95;1
1782096199428;104;1
1782096199521;92;1
1782096199627;105;1
1782096199627;1;1
1782096199722;95;1
1782096199829;105;1
1782096199941;112;1
1782096200064;123;1
1782096200065;0;1
1782096200229;164;1
1782096200324;94;1
1782096200427;102;1
1782096200547;119;1
1782096200549;1;1
1782096200654;104;1
1782096200751;98;1
1782096200874;122;1
1782096200989;115;1
1782096200991;1;1
1782096201162;172;1
1782096201268;105;1
1782096201378;109;1
1782096201495;116;1
1782096201496;1;1
1782096201625;130;1
1782096201740;114;1
1782096201851;111;1
1782096201969;117;1
1782096201971;2;1
1782096202084;112;1
1782096202253;168;1
1782096202359;105;1
1782096202467;109;1
1782096202470;1;1
1782096202584;114;1
1782096202699;115;1
1782096202809;109;1
1782096202925;115;1
1782096202926;1;1
1782096203033;106;1
1782096203212;180;1
1782096203316;103;1
1782096203432;115;1
1782096203434;1;1
1782096203544;111;1
1782096203654;109;1
1782096203765;111;1
1782096203886;120;1
1782096203886;1;1
1782096203998;112;1
1782096204177;178;1
1782096204289;111;1
1782096204407;118;1
1782096204409;1;1
1782096204521;112;1
1782096204632;111;1
1782096204745;111;1
1782096204865;120;1
1782096204869;2;1
1782096204981;112;1
1782096205204;223;1
1782096205313;108;1
1782096205437;123;1
1782096205438;1;1
1782096205555;117;1
1782096205670;114;1
1782096205790;120;1
1782096205914;123;1
1782096205915;1;1
1782096206029;112;1
1782096206241;212;1
1782096206352;111;1
1782096206470;117;1
1782096206472;1;1
1782096206590;118;1
1782096206707;116;1
1782096206829;121;1
1782096206950;121;1
1782096206952;2;1
1782096207067;114;1
1782096207291;224;1
1782096207402;111;1
1782096207524;120;1
1782096207525;0;1
1782096207639;114;1
1782096207754;115;1
1782096207869;115;1
1782096207993;124;1
1782096207995;1;1
1782096208225;230;1
1782096208344;118;1
1782096208493;148;1
1782096208647;154;1
1782096208649;1;1
1782096208778;128;1
1782096208926;148;1
1782096209061;135;1
1782096209290;229;1
1782096209292;2;1
1782096209439;146;1
1782096209602;162;1
1782096209736;134;1
1782096209882;145;1
1782096209884;1;1
1782096209999;115;1
1782096210310;311;1
1782096210536;225;1
1782096210782;247;1
1782096210790;7;1
1782096211079;289;1
1782096211374;293;1
1782096211759;385;1
1782096212057;297;1
1782096212061;3;1
1782096212412;351;1
1782096212636;223;1
1782096212894;257;1
1782096213238;343;1
1782096213246;7;1
1782096213399;153;1
1782096213524;125;1
1782096213661;136;1
1782096213802;141;1
1782096213805;2;1
1782096213934;128;1
1782096214054;119;1
1782096214259;205;1
1782096214387;128;1
1782096214390;2;1
1782096214510;120;1
1782096214626;116;1
1782096214747;120;1
1782096214897;150;1
1782096214899;1;1
1782096215035;136;1
1782096155259;227;1
1782096155509;248;1
1782096155897;388;1
1782096156197;300;1
1782096156355;157;1
1782096156357;1;1
1782096156560;203;1
1782096156763;202;1
1782096156924;160;1
1782096157084;160;1
1782096157086;1;1
1782096157241;155;1
1782096157341;100;1
1782096157434;92;1
1782096157545;111;1
1782096157546;0;1
1782096157639;93;1
1782096157741;100;1
1782096157834;93;1
1782096157947;113;1
1782096157948;1;1
1782096158048;98;1
1782096158157;110;1
1782096158270;111;1
1782096158360;90;1
1782096158362;1;1
1782096158448;86;1
1782096158546;97;1
1782096158640;93;1
1782096158753;113;1
1782096158755;1;1
1782096158870;115;1
1782096159007;136;1
1782096159123;116;1
1782096159245;122;1
1782096159246;1;1
1782096159357;110;1
1782096159476;117;1
1782096159603;127;1
1782096159741;139;1
1782096159743;1;1
1782096159871;128;1
1782096160000;129;1
1782096160125;123;1
1782096160251;125;1
1782096160251;0;1
1782096160369;116;1
1782096160494;124;1
1782096160612;119;1
1782096160740;126;1
1782096160741;1;1
1782096160864;123;1
1782096160991;127;1
1782096161133;141;1
1782096161261;128;1
1782096161263;1;1
1782096161397;133;1
1782096161527;130;1
1782096161661;135;1
1782096161813;150;1
1782096161814;2;1
1782096161948;133;1
1782096162081;134;1
1782096162208;126;1
1782096162352;143;1
1782096162354;1;1
1782096162493;139;1
1782096162634;140;1
1782096162778;144;1
1782096162915;137;1
1782096162917;1;1
1782096163061;145;1
1782096163211;149;1
1782096163361;149;1
1782096163514;153;1
1782096163516;1;1
1782096163663;147;1
1782096163816;153;1
1782096163970;153;1
1782096164126;156;1
1782096164128;2;1
1782096164314;185;1
1782096164484;169;1
1782096164638;155;1
1782096164799;159;1
1782096164801;2;1
1782096164936;135;1
1782096165051;115;1
1782096165141;89;1
1782096165245;103;1
1782096165246;0;1
1782096165352;105;1
1782096165450;97;1
1782096165544;93;1
1782096165641;98;1
1782096165643;0;1
1782096165748;105;1
1782096165849;100;1
1782096165937;87;1
1782096166013;75;1
1782096166014;0;1
1782096166092;77;1
1782096166170;78;1
1782096166263;93;1
1782096166343;80;1
1782096166344;0;1
1782096166430;86;1
1782096166508;77;1
1782096166593;85;1
1782096166677;83;1
1782096166678;0;1
1782096166756;77;1
1782096166833;77;1
1782096166912;79;1
1782096167005;93;1
1782096167006;1;1
1782096167094;87;1
1782096167178;84;1
1782096167261;81;1
1782096167346;85;1
1782096167347;1;1
1782096167431;84;1
1782096167525;94;1
1782096167621;96;1
1782096167725;103;1
1782096167726;1;1
1782096167819;92;1
1782096167937;117;1
1782096168031;93;1
1782096168127;97;1
1782096168129;0;1
1782096168223;93;1
1782096168336;114;1
1782096168482;145;1
1782096168622;139;1
1782096168623;0;1
1782096168762;139;1
1782096168913;150;1
1782096169037;124;1
1782096169176;138;1
1782096169178;1;1
1782096169313;135;1
1782096169462;148;1
1782096169597;136;1
1782096169733;135;1
1782096169735;1;1
1782096169878;143;1
1782096170017;138;1
1782096170154;137;1
1782096170303;148;1
1782096170304;1;1
1782096170451;147;1
1782096170597;146;1
1782096170768;170;1
1782096170946;178;1
1782096170951;4;1
1782096171112;161;1
1782096171285;172;1
1782096171447;162;1
1782096171621;173;1
1782096171623;2;1
1782096171787;164;1
1782096171947;159;1
1782096172133;186;1
1782096172292;159;1
1782096172295;2;1
1782096172474;179;1
1782096172654;179;1
1782096172828;173;1
1782096173002;174;1
1782096173003;2;1
1782096173174;170;1
1782096173334;159;1
1782096173506;171;1
1782096173684;178;1
1782096173686;2;1
1782096173884;197;1
1782096174094;209;1
1782096174336;242;1
1782096174541;204;1
1782096174543;2;1
1782096174736;192;1
1782096174879;143;1
1782096175012;132;1
1782096175154;142;1
1782096175156;2;1
1782096175291;134;1
1782096175443;152;1
1782096175579;135;1
1782096175720;140;1
1782096175722;2;1
1782096175855;132;1
1782096175993;139;1
1782096176153;158;1
1782096176316;163;1
1782096176318;1;1
1782096176464;145;1
1782096176616;152;1
1782096176768;151;1
1782096176949;180;1
1782096176951;2;1
1782096177107;156;1
1782096177269;160;1
1782096177438;169;1
1782096177613;175;1
1782096177615;1;1
1782096177779;163;1
1782096177940;161;1
1782096178102;160;1
1782096178260;159;1
1782096178263;2;1
1782096178418;154;1
1782096178578;160;1
1782096178750;172;1
1782096178920;170;1
1782096178923;2;1
1782096179091;168;1
1782096179260;169;1
1782096179438;177;1
1782096179618;179;1
1782096179620;2;1
1782096179797;176;1
1782096179976;179;1
1782096180161;183;1
1782096180352;191;1
1782096180355;3;1
1782096180553;197;1
1782096180730;176;1
1782096180906;175;1
1782096181110;204;1
1782096181113;2;1
1782096181301;187;1
1782096181490;189;1
1782096181692;201;1
1782096181905;213;1
1782096181908;3;1
1782096182114;205;1
1782096182320;206;1
1782096182531;209;1
1782096182774;243;1
1782096182778;3;1
1782096182977;200;1
1782096183188;209;1
1782096183445;257;1
1782096183810;365;1
1782096183816;4;1
1782096184047;231;1
1782096184285;238;1
1782096184527;241;1
1782096184834;307;1
1782096184839;4;1
1782096185155;315;1
1782096185438;283;1
1782096185745;307;1
1782096186052;306;1
1782096186053;2;1
1782096186440;387;1
1782096186710;268;1
1782096186999;288;1
1782096187776;776;1
1782096187778;2;1
1782096188640;861;1
1782096189081;441;1
1782096189532;449;1
1782096189723;191;1
1782096189725;2;1
1782096189901;175;1
1782096190393;490;1
1782096190569;176;1
1782096190757;188;1
1782096190760;2;1
1782096190936;175;1
1782096191418;481;1
1782096191610;191;1
1782096191822;212;1
1782096191824;2;1
1782096192008;184;1
1782096192452;444;1
1782096192511;58;1
1782096192570;59;1
1782096192570;0;1
1782096192625;54;1
1782096192683;58;1
1782096192741;57;1
1782096192803;61;1
1782096192804;0;1
1782096192864;60;1
1782096192929;64;1
1782096192993;65;1
1782096193059;65;1
1782096193060;0;1
1782096193474;414;1
1782096193543;69;1
1782096193611;67;1
1782096193685;74;1
1782096193686;0;1
1782096193753;67;1
1782096193820;67;1
1782096193887;66;1
1782096193962;75;1
1782096193962;0;1
1782096194030;66;1
1782096194380;349;1
1782096194452;72;1
1782096194527;74;1
1782096194529;1;1
1782096194600;71;1
1782096194684;83;1
1782096194758;74;1
1782096194836;77;1
1782096194837;0;1
1782096194910;73;1
1782096195007;96;1
1782096195126;119;1
1782096195201;74;1
1782096195202;0;1
1782096195281;79;1
1782096195360;79;1
1782096195441;80;1
1782096195528;86;1
1782096195528;0;1
1782096195607;77;1
1782096195688;81;1
1782096195769;81;1
1782096195858;88;1
1782096195859;1;1
1782096195941;82;1
1782096196027;86;1
1782096196151;123;1
1782096196242;90;1
1782096196243;1;1
1782096196319;76;1
1782096196400;81;1
1782096196483;81;1
1782096196574;93;1
1782096196577;1;1
1782096196658;81;1
1782096196740;82;1
1782096196825;84;1
1782096196914;88;1
1782096196915;1;1
1782096197000;85;1
1782096197091;90;1
1782096197228;137;1
1782096197315;87;1
1782096197316;0;1
1782096197399;82;1
1782096197482;82;1
1782096197569;88;1
1782096197659;89;1
1782096197660;1;1
1782096197747;87;1
1782096197832;85;1
1782096197922;88;1
1782096198017;95;1
1782096198018;1;1
1782096198160;141;1
1782096198243;84;1
1782096198331;87;1
1782096198428;96;1
1782096198428;0;1
1782096198519;90;1
1782096198616;96;1
1782096198707;92;1
1782096198806;97;1
1782096198807;1;1
1782096198898;90;1
1782096198993;95;1
1782096199148;155;1
1782096199246;98;1
1782096199247;0;1
1782096199345;97;1
1782096199446;100;1
1782096199540;94;1
1782096199646;104;1
1782096199647;1;1
1782096199743;96;1
1782096199850;106;1
1782096199966;116;1
1782096200087;120;1
1782096200087;1;1
1782096200248;160;1
1782096200343;95;1
1782096200452;108;1
1782096200568;116;1
1782096200570;1;1
1782096200673;102;1
1782096200770;98;1
1782096200895;123;1
1782096201014;118;1
1782096201015;1;1
1782096201184;168;1
1782096201288;104;1
1782096201401;113;1
1782096201518;116;1
1782096201519;0;1
1782096201650;131;1
1782096201764;114;1
1782096201871;107;1
1782096201992;121;1
1782096201995;1;1
1782096202174;179;1
1782096202273;99;1
1782096202378;105;1
1782096202491;112;1
1782096202493;1;1
1782096202605;112;1
1782096202720;116;1
1782096202829;108;1
1782096202945;115;1
1782096202947;1;1
1782096203054;107;1
1782096203230;176;1
1782096203336;105;1
1782096203452;116;1
1782096203452;1;1
1782096203564;111;1
1782096203674;109;1
1782096203784;110;1
1782096203906;122;1
1782096203909;2;1
1782096204018;109;1
1782096204197;178;1
1782096204310;112;1
1782096204428;118;1
1782096204429;1;1
1782096204541;111;1
1782096204651;110;1
1782096204764;112;1
1782096204887;123;1
1782096204888;1;1
1782096205002;113;1
1782096205222;221;1
1782096205334;110;1
1782096205460;125;1
1782096205461;1;1
1782096205575;115;1
1782096205690;113;1
1782096205814;124;1
1782096205936;121;1
1782096205938;1;1
1782096206050;111;1
1782096206261;212;1
1782096206372;110;1
1782096206494;122;1
1782096206496;1;1
1782096206612;115;1
1782096206729;117;1
1782096206849;119;1
1782096206975;126;1
1782096206976;1;1
1782096207088;111;1
1782096207310;222;1
1782096207423;112;1
1782096207545;121;1
1782096207546;1;1
1782096207660;113;1
1782096207773;113;1
1782096207887;113;1
1782096208015;128;1
1782096208017;2;1
1782096208245;228;1
1782096208365;119;1
1782096208538;173;1
1782096208671;131;1
1782096208672;1;1
1782096208801;129;1
1782096208950;148;1
1782096209084;134;1
1782096209320;235;1
1782096209322;2;1
1782096209469;147;1
1782096209629;160;1
1782096209757;127;1
1782096209904;146;1
1782096209905;2;1
1782096210021;116;1
1782096210351;328;1
1782096210572;220;1
1782096210875;303;1
1782096210877;2;1
1782096211211;333;1
1782096211435;223;1
1782096211826;390;1
1782096212190;363;1
1782096212203;13;1
1782096212454;250;1
1782096212711;257;1
1782096212937;225;1
1782096213292;356;1
1782096213295;2;1
1782096213424;129;1
1782096213553;128;1
1782096213691;138;1
1782096213831;139;1
1782096213832;2;1
1782096213962;129;1
1782096214082;119;1
1782096214287;205;1
1782096214419;131;1
1782096214420;1;1
1782096214535;115;1
1782096214652;116;1
1782096214775;122;1
1782096214940;165;1
1782096214942;1;1
1782096215057;114;1
1782096155258;225;1
1782096155391;133;1
1782096155636;244;1
1782096156066;429;1
1782096156273;207;1
1782096156274;1;1
1782096156426;152;1
1782096156636;209;1
1782096156841;205;1
1782096157002;160;1
1782096157003;1;1
1782096157189;184;1
1782096157296;107;1
1782096157384;87;1
1782096157489;104;1
1782096157489;0;1
1782096157592;102;1
1782096157689;97;1
1782096157788;99;1
1782096157885;95;1
1782096157885;0;1
1782096157994;108;1
1782096158095;101;1
1782096158216;120;1
1782096158311;95;1
1782096158313;1;1
1782096158403;89;1
1782096158495;92;1
1782096158593;98;1
1782096158690;96;1
1782096158692;1;1
1782096158808;116;1
1782096158939;131;1
1782096159060;120;1
1782096159186;125;1
1782096159187;1;1
1782096159299;112;1
1782096159408;109;1
1782096159529;120;1
1782096159661;131;1
1782096159661;1;1
1782096159798;136;1
1782096159926;128;1
1782096160057;130;1
1782096160179;121;1
1782096160182;2;1
1782096160299;118;1
1782096160422;122;1
1782096160548;126;1
1782096160667;118;1
1782096160669;1;1
1782096160795;126;1
1782096160919;123;1
1782096161049;129;1
1782096161190;141;1
1782096161191;1;1
1782096161324;132;1
1782096161457;132;1
1782096161584;127;1
1782096161735;151;1
1782096161737;1;1
1782096161866;129;1
1782096162001;135;1
1782096162132;130;1
1782096162267;134;1
1782096162268;1;1
1782096162405;137;1
1782096162549;143;1
1782096162691;141;1
1782096162833;142;1
1782096162834;1;1
1782096162973;137;1
1782096163121;149;1
1782096163271;149;1
1782096163424;152;1
1782096163426;2;1
1782096163569;142;1
1782096163717;149;1
1782096163875;157;1
1782096164028;152;1
1782096164030;1;1
1782096164201;171;1
1782096164379;177;1
1782096164544;166;1
1782096164699;153;1
1782096164701;3;1
1782096164861;159;1
1782096164985;124;1
1782096165087;102;1
1782096165175;88;1
1782096165176;0;1
1782096165288;111;1
1782096165393;104;1
1782096165489;96;1
1782096165579;90;1
1782096165580;0;1
1782096165680;99;1
1782096165791;110;1
1782096165884;92;1
1782096165966;82;1
1782096165967;0;1
1782096166041;74;1
1782096166121;78;1
1782096166198;77;1
1782096166292;93;1
1782096166293;0;1
1782096166371;78;1
1782096166459;86;1
1782096166538;79;1
1782096166623;84;1
1782096166624;1;1
1782096166705;81;1
1782096166782;76;1
1782096166861;79;1
1782096166952;90;1
1782096166953;0;1
1782096167035;82;1
1782096167120;84;1
1782096167208;87;1
1782096167290;82;1
1782096167291;1;1
1782096167376;84;1
1782096167471;94;1
1782096167566;95;1
1782096167650;83;1
1782096167650;0;1
1782096167757;106;1
1782096167860;102;1
1782096167968;108;1
1782096168063;94;1
1782096168064;1;1
1782096168157;93;1
1782096168254;96;1
1782096168378;124;1
1782096168528;149;1
1782096168530;1;1
1782096168670;141;1
1782096168821;150;1
1782096168956;134;1
1782096169091;135;1
1782096169092;0;1
1782096169223;131;1
1782096169364;140;1
1782096169510;146;1
1782096169644;133;1
1782096169645;1;1
1782096169785;140;1
1782096169931;145;1
1782096170066;135;1
1782096170209;142;1
1782096170211;1;1
1782096170355;143;1
1782096170503;148;1
1782096170655;151;1
1782096170841;186;1
1782096170843;1;1
1782096171011;169;1
1782096171167;154;1
1782096171351;183;1
1782096171512;161;1
1782096171513;2;1
1782096171691;176;1
1782096171845;154;1
1782096172009;163;1
1782096172192;183;1
1782096172194;1;1
1782096172366;172;1
1782096172540;173;1
1782096172714;174;1
1782096172889;174;1
1782096172890;1;1
1782096173063;173;1
1782096173231;166;1
1782096173396;165;1
1782096173572;175;1
1782096173574;2;1
1782096173760;186;1
1782096173948;187;1
1782096174176;227;1
1782096174415;239;1
1782096174417;2;1
1782096174629;212;1
1782096174794;164;1
1782096174931;136;1
1782096175070;139;1
1782096175072;1;1
1782096175206;134;1
1782096175352;146;1
1782096175494;142;1
1782096175633;137;1
1782096175634;1;1
1782096175770;135;1
1782096175907;137;1
1782096176053;144;1
1782096176216;162;1
1782096176218;1;1
1782096176379;160;1
1782096176521;142;1
1782096176674;153;1
1782096176847;172;1
1782096176850;2;1
1782096177013;163;1
1782096177175;161;1
1782096177337;163;1
1782096177513;175;1
1782096177516;3;1
1782096177683;166;1
1782096177849;166;1
1782096178010;161;1
1782096178169;158;1
1782096178171;2;1
1782096178326;154;1
1782096178482;156;1
1782096178652;170;1
1782096178820;167;1
1782096178822;2;1
1782096178993;171;1
1782096179164;170;1
1782096179333;169;1
1782096179515;181;1
1782096179517;2;1
1782096179694;177;1
1782096179877;182;1
1782096180053;176;1
1782096180239;185;1
1782096180240;1;1
1782096180428;187;1
1782096180626;198;1
1782096180807;181;1
1782096180985;178;1
1782096180990;3;1
1782096181192;202;1
1782096181380;188;1
1782096181570;189;1
1782096181781;211;1
1782096181785;3;1
1782096181987;202;1
1782096182203;216;1
1782096182407;203;1
1782096182629;222;1
1782096182634;4;1
1782096182859;224;1
1782096183067;208;1
1782096183287;219;1
1782096183594;307;1
1782096183598;3;1
1782096183909;311;1
1782096184139;230;1
1782096184379;239;1
1782096184635;254;1
1782096184640;4;1
1782096184944;304;1
1782096185264;320;1
1782096185576;311;1
1782096185878;302;1
1782096185882;3;1
1782096186258;376;1
1782096186539;281;1
1782096186835;295;1
1782096187404;569;1
1782096187407;1;1
1782096188023;617;1
1782096188862;837;1
1782096189417;554;1
1782096189607;190;1
1782096189608;1;1
1782096189795;186;1
1782096189982;188;1
1782096190458;475;1
1782096190647;188;1
1782096190649;2;1
1782096190828;179;1
1782096191005;176;1
1782096191495;490;1
1782096191688;192;1
1782096191690;2;1
1782096191894;204;1
1782096192393;499;1
1782096192477;83;1
1782096192534;56;1
1782096192534;0;1
1782096192592;58;1
1782096192649;56;1
1782096192706;56;1
1782096192766;59;1
1782096192766;0;1
1782096192827;60;1
1782096192887;60;1
1782096192953;66;1
